timestamp,flight,t,gs,track,baro_rate,lat,lon,alt
2024-07-01 00:44:50,CCQ477,BE9L,110.5,151.35,,44.104019,-103.101771,996
2024-07-01 00:44:55,CCQ477,BE9L,109.1,152.73,,44.101728,-103.100085,896
2024-07-01 00:45:00,CCQ477,BE9L,104.7,151.48,,44.099442,-103.09845,896
2024-07-01 00:45:05,CCQ477,BE9L,97.1,152.38,,44.097565,-103.097044,896
2024-07-01 00:45:10,CCQ477,BE9L,91.2,154.0,,44.095537,-103.095638,796
2024-07-01 00:45:15,CCQ477,BE9L,86.8,152.55,,44.093674,-103.09433,796
2024-07-01 00:45:20,CCQ477,BE9L,81.9,151.56,,44.091952,-103.093087,796
2024-07-01 00:45:25,CCQ477,BE9L,79.2,152.14,,44.090286,-103.091871,696
2024-07-01 00:45:30,CCQ477,BE9L,79.7,151.5,,44.088786,-103.090733,696
2024-07-01 00:45:35,CCQ477,BE9L,79.7,151.5,,44.087036,-103.089443,596
2024-07-01 00:45:40,CCQ477,BE9L,78.7,152.78,,44.085434,-103.08823,596
2024-07-01 00:45:45,CCQ477,BE9L,77.8,152.45,,44.083832,-103.08708,596
2024-07-01 00:45:50,CCQ477,BE9L,79.2,152.14,,44.082269,-103.085959,596
2024-07-01 00:45:55,CCQ477,BE9L,80.5,151.84,,44.080686,-103.084782,596
2024-07-01 00:46:00,CCQ477,BE9L,81.9,151.56,,44.079429,-103.083867,596
2024-07-01 00:46:05,CCQ477,BE9L,83.2,151.28,,44.077332,-103.082226,496
2024-07-01 00:46:10,CCQ477,BE9L,83.7,152.21,,44.0755,-103.080884,496
2024-07-01 00:46:15,CCQ477,BE9L,84.1,153.13,,44.073898,-103.079735,496
2024-07-01 00:46:20,CCQ477,BE9L,83.7,152.21,,44.072167,-103.078439,396
2024-07-01 00:46:25,CCQ477,BE9L,82.8,151.89,,44.070557,-103.077307,396
2024-07-01 00:46:30,CCQ477,BE9L,84.5,152.53,,44.069046,-103.076158,396
2024-07-01 00:46:35,CCQ477,BE9L,85.0,151.93,,44.067261,-103.07488,296
2024-07-01 00:46:40,CCQ477,BE9L,85.0,151.93,,44.065324,-103.073403,296
